Issue Number,Issue Title,Time to Close,Number of Assignees,Number of Comments,Number of Labels,Type of Issue
48078,Unable to get the prediction.,28,1,4,2,['Other']
48076,Tensorflow / TensorFlow Lite issue when compiling,0,1,2,4,['Other']
48075,pip install tensorflow==1.15 with Python 2.7 issue,18,1,6,4,['Other']
48074,Pow layer is not available when fallback quantized conversion to tflite,13,2,7,6,['Bug']
48073,No code size difference between MicroInterpreter and AllOpsResolver ,1,1,4,3,['Other']
48072,Resize coordinate_transformation_mode=pytorch_half_pixel is not supported in Tensorflow,20,1,3,3,['enhancement']
48071,Resize coordinate_transformation_mode=pytorch_half_pixel is not supported in Tensorflow,26,1,14,4,['Other']
48070,3D Non Max Suppression,2,1,5,3,['enhancement']
48069,Slow startup and model loading time,4,1,5,3,['Other']
48068,how to reduce libtensorflowlite.so size,364,1,28,5,['Other']
48067,Tensorflow 2.0: where is tensorflow.contrib.layers.apply_regularization and tensorflow.contrib.layers.l2_regularizer?,14,1,4,4,['Other']
48066,Evaluate mobilenet v3 keras model performance on ImageNet,28,1,8,4,['Other']
48064,Build failure: Undefined symbol error. ,6,1,4,3,['Bug']
48062,"Tensorflow probability +tensorflow 2.4 and tf.distribute.MirroredStrategy() | error: Not JSON Serializable:', MirroredVariable",0,1,2,1,['Bug']
48059,incorrect number of nodes in graph - TFLite C++,4,1,3,3,['Bug']
48047,only two nodes in graph - TFLite C++,0,0,0,1,['Other']
48046,issue: tflite size same as frozen_inference graph and not working on android app.,0,1,0,4,['Other']
48044,"[Tensorflow Lite] GPU delegate problem, SSD-mobilenetV2 converted from object detection API",237,2,9,6,['Other']
48041,Failed to create cuSolverDN instance on GPU with 4GB,237,2,10,5,['Other']
48040,"win10 build tensorflow2.4.1,ERROR: C:/tensorflow/tensorflow/python/util/BUILD:609:27: C++ compilation of rule '//tensorflow/python/util:fast_module_type.so' failed (Exit 2): python.exe failed: error executing command",348,1,8,6,['Bug']
48039,Expression issue of BatchNormalization layer,6,1,6,3,['Bug']
48038,Named dictionary outputs in tf.keras.Model do not work with defining seperate metrics per output,34,1,9,5,['Other']
48037,"How to use Allgather, Allreduce",14,1,3,3,['Other']
48034,Installing tensorflow nightly,14,1,8,3,['Other']
48033,tf2.4.0 and 2.4.1 keras history.history is different from each epoch end ,42,1,13,6,['Bug']
48032,NotImplementedError: Conversion for TF op 'Bucketize' not implemented.,0,0,1,1,['Bug']
48031,How does tf.nn.erosion2d work? its output seems unmatched with the formular shown in doc,15,1,6,4,['Other']
48026,Unexpected rank of mask computed by tf.keras.layers.Masking,636,2,11,6,['Bug']
48025,"Converted TensorFlow Lite MaskRCNN model, conversion was successful but outputs were wrong",30,1,7,5,['Other']
48023,How to convert conv3d layer ?,5,1,17,2,['Other']
48022,TensorFlow Lite allocation error after successful conversion: tfl.Slice node failed to prepare,6,1,5,2,['Bug']
48019,steps_per_epoch documentation not in accordance with the tutorials on the tf website,20,1,7,2,"['Bug', 'Documentation']"
48018,TensorFlow Lite conversion error when using the slice semantics to expand the last dimension,22,1,11,3,['Bug']
48017,Can't install Tensorflow for Golang,31,1,16,5,['Other']
48015,Tensorflow C++ get_visible_devices,115,3,5,4,['Other']
48013,RuntimeError: Input pipelines based on Queues are not supported when eager execution is enabled. Please use tf.data to ingest data into your model instead.,21,1,7,5,['Bug']
48012,How to pass -add_postprocessing_op=true while using tflite_convert in tensorflow2.x,0,0,1,1,['Other']
48011,How to generate tflite file for object detection on android in tensorflow 2.3,0,1,3,1,['Other']
48010,"Getting error in each second step in model training in gcloud tensorflow2.3 python 3.7, error - model_lib_v2.py:651",14,1,3,4,['Bug']
48009,Allow Server-Side Encryption KMS option when uploading objects to S3 with Tensorflow,8,2,4,1,['enhancement']
48007,Converted Object Detection model trained with q-aware training still has fake quantization layers,238,2,7,6,['Other']
48004,MLIR binaries build fails due to missing dependency declaration,6,3,3,1,['Other']
48003,Multiple inputs with diffrent shapes,15,1,3,4,['enhancement']
48002,CUDA_ERROR_UNKNOWN in Docker Rootless Mode.,0,1,6,4,['Bug']
47999,TensorFlow Lite file Conversion ,0,1,6,2,['Other']
47996,Segmentation fault for tflite Interpreter,399,2,8,5,['Bug']
47994,tf.data.experimental.snapshot should allow providing custom hash,625,2,3,5,['enhancement']
47991,"Python 3.6.12-debug is not supported, but documentation says it is",218,1,3,3,"['Bug', 'Documentation']"
47989,DOC: CONTRIBUTING.md Sanity Check guide not working,431,2,23,4,['Bug']
47985,Invalid format in tf.math.log doc page,1,1,2,3,['Bug']
47983,ERROR: cannot compute CombinedNonMaxSuppression as input #0(zero-based) was expected to be a float tensor but is a uint8 tensor 	 (while executing 'CombinedNonMaxSuppression' via Eager) ERROR: Node number 644 (TfLiteFlexDelegate) failed to invoke.,0,3,10,4,['Bug']
47979,ImportError: DLL load failed while importing _pywrap_tensorflow_internal,14,1,5,5,['Bug']
47978,How to Build TensorFlowLiteGPUExperimental for iOS x86 + others,20,1,9,4,['Other']
47977,"Will Lamba.compute_output_shape change ""inbound_nodes"" of Lambda layer?",380,1,7,6,['Bug']
47976,"WARNING: AutoGraph could not transform <function Model.make_predict_function.<locals>.predict_function at 0x000002051844F0D0> and will run it as-is. Please report this to the TensorFlow team. When filing the bug, set the verbosity to 10 (on Linux, `export AUTOGRAPH_VERBOSITY=10`) and attach the full output. Cause: 'arguments' object has no attribute 'posonlyargs' To silence this warning, decorate the function with @tf.autograph.experimental.do_not_convert",20,1,7,5,['Bug']
47975,No visible @interface for 'TFLInterpreter' declares the selector 'copyData:toInputTensorAtIndex:error:',0,2,3,2,['Bug']
47971,Training becomes increasingly slower when creating models in a loop,129,1,14,5,['Other']
47970,tf.math.floordiv (//) is broken when inside @tf.function if second argument is 1.,18,1,5,4,['Bug']
47968,sample_weights not passed to loss from dataset,43,1,3,4,['Bug']
47966,how to build  tensorflow-lite-gpu-x.x.x.aar,0,3,4,3,['Other']
47965,"Multiple inputs api does NOT work correctly, concatenates first input and null to second",0,1,4,3,['Bug']
47964,CUDA Issue: Initialization of a toy model takes 5GB graphical memory,88,1,8,5,['Bug']
47963,self-deleted,0,1,2,1,['Other']
47961,[TFLM] Person detection benchmark build broken when generating Makefile projects,7,1,1,3,['Other']
47959,ValueError: Calling `Model.fit` in graph mode is not supported when the `Model` instance was constructed with eager mode enabled. Please construct your `Model` instance in graph mode or call `Model.fit` with eager mode enabled.,2,1,8,4,['Bug']
47956,WARNING:tensorflow:tf.keras.mixed_precision.experimental.LossScaleOptimizer,4,1,5,2,['Other']
47955,WARNING:tensorflow:multiprocessing can interact badly with TensorFlow,4,1,5,3,['Bug']
47954,TextVectorization inconsistency depending on output_sequence_length,65,1,5,4,['Bug']
47951,Cant install tflite_runtime while deploying on web application online,0,2,5,2,['Other']
47949,[TF2.3.0] Failed to Build libtensorflow_cc.so for C++ APIs with conda environment ,0,0,2,1,['Other']
47946,pip and conda install tensorflow problems in anaconda environment,15,1,4,4,['Other']
47945,TensorFlow-Keras Code Example ,1,0,0,1,['enhancement']
47944,"Some of the operators in the model are not supported by the standard TensorFlow Lite runtime. If those are native TensorFlow operators, you might be able to use the extended runtime by passing --enable_select_tf_ops, or by setting target_ops=TFLITE_BUILTINS,SELECT_TF_OPS when calling tf.lite.TFLiteConverter(). Otherwise, if you have a custom implementation for them you can disable this error with --allow_custom_ops, or by setting allow_custom_ops=True when calling tf.lite.TFLiteConverter(). Here is a list of builtin operators you are using: CONCATENATION, CONV_2D, MAXIMUM, MAX_POOL_2D, MUL, PAD. Here is a list of operators for which you will need custom implementations: ExtractImagePatches.",16,1,4,4,['Bug']
47943,"When in ""webgl"" backend and image width is odd, the second run of tf.conv2d() may be wrong.",0,1,2,1,['Other']
47942,Bug Issues Testing,0,1,1,1,['Bug']
47938,`model.fit()` ends before all epochs are ran,0,1,3,3,['Other']
47934,Process finished with exit code -1073740791 (0xC0000409) when training on GPU,17,1,12,3,['Bug']
47933,model.save() outputs unexpected files in SavedModel directory,12,1,9,4,['Bug']
47932,TensorflowLiteObj duplicate symbol,2,2,4,2,['Other']
47931,Failed to convert SparseTensor to Tensor,193,1,16,4,['Bug']
47930,Share variable across devices in Tensorflow 2 cluster,12,1,4,4,['Other']
47924,Gpu memory issue,469,1,18,5,['Bug']
47918,Installation error: Tensorflow having some conflict with rocm-3.9.1,0,1,1,1,['Bug']
47917,Tensorflow ROCM getting wrong version,0,0,9,1,['Bug']
47916,Tensorflow Training crashes when using tf dataset on large amount of data,35,1,9,5,['Critical']
47915,Build fails on Arch Linux,18,1,5,5,['Other']
47913,Tenorflow Traceback Errors ,16,1,4,3,['Bug']
47912,Weights in tf.estimator.BoostedTreesClassifier(),16,1,4,5,['Other']
47910,Tracking python lists (or ListWrapper) in keras custom preprocessing layers,30,1,6,4,['Bug']
47909,TF.keras in TF2.4,0,1,1,2,['Other']
47908,TF2 + GH,33,1,8,4,['Other']
47906,Using custom callback to set trainable=true doesn't work when use model.fit(),270,1,10,4,['Bug']
47904,ASL Gesture Recognition SSD Model not showing labels upon running,243,2,12,5,['Other']
47903,Train.py error Blas GEMM launch failed,17,1,6,4,['Bug']
47902,Unable to link c++ project due to missing header files,6,1,2,5,['Bug']
47898,WARNING:tensorflow:AutoGraph could not transform <bound method Socket.send of <zmq.sugar.socket.Socket object at 0x7f817468a4c0>> and will run it as-is,14,1,4,5,['Bug']
47895,using ragged tensors with custom loss and metric ,20,1,4,4,['Other']
47894,"Last batch always pad up to the batch size and cause error ""logits and labels must be broadcastable""",0,1,1,3,['Bug']
47891,OSError: Cannot understand given URI: <tf.Tensor 'filepath:0' shape=() dtype=string>.,35,1,24,5,['Bug']
47890,Latest Windows 10 update - Import tensorflow - Kernel dies,9,1,5,4,['Other']
47889,Rename tf.keras.optimizers to tf.keras.optims for more aesthetic import statements,5,1,3,3,['Other']
47888,Tensorflow lite micro 2.4 Alpha version missing tflite::ops::micro::Register_FULLY_CONNECTED(),39,1,4,5,['Other']
47886,Segmentation Fault when Benchmarking TFLite EfficientNetB0 ,4,1,6,3,['Bug']
47885,I hope that the tfjs-models project will increase the configuration resource link method,0,1,3,1,['enhancement']
47884,Return gradient 0 in mixed_precison setting,132,1,12,5,['Bug']
47883,"Unable to install Tensorflow due to one of the file named ""getObjectTorrentRequest.h"" file , Torrent named file are blocked in various system across organisations.",20,1,6,5,['Other']
47882,"How Is Padding Calculated for Conv1D,2D,....",20,2,11,3,['enhancement']
47881,Extracting tf.Variable() in numpy or tensor format for further processing from a ListWrapper(),5,1,4,2,['Other']
47879,Keras model functional build of a dynamic lambda layer fails with `RecursionError`,0,1,3,4,['Bug']
47878,tensorflow 2.4.1 incompatibility with numpy 1.20.1,1,1,4,3,['Other']
47877, module 'tensorflow.keras.layers' has no attribute 'MulitiHeadAttention',0,0,3,1,['Bug']
47876,Tensorflow not using GPU eventhough it is detecting it.,0,1,2,3,['Other']
47875,Nvidia RTX 3090 is slower than Nvidia GTX 1080Ti for single image prediction,56,1,4,4,['Other']
47874,Could not load dynamic library 'libcusolver.so.10'; dlerror: libcusolver.so.10: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cuda-11.2/lib64:/usr/local/cuda/extras/CUPTI/lib64:/usr/local/cuda/lib64,0,1,8,3,['Bug']
47872,Multi input/output model works correctly in TF 1.15; produces error in TF 2.4.1,50,1,9,5,['Bug']
47870,Confine Tensorflow v2.3.2 C API to use only one thread.,140,1,6,6,['Bug']
47863,OOM errors running multiprocessing inference,19,1,5,5,['Bug']
47862,TensorFlow-Lite: need for ruy library,36,1,7,2,['Other']
47861,Cannot limit GPU memory with MultiWorkerMirroredStrategy,49,1,6,6,['Other']
47859,Android: TFLite GPU delegate has very little gain of performance over CPU,28,2,6,4,['Other']
47857,Are you using old TFLite binary with newer model?Registration failed.,14,1,4,5,['Other']
47856,"After training the model , how I can save it? or from which folder I can download my trained model?",14,1,4,4,['Other']
47855,Update CMSIS kernels,2,1,0,3,['Bug']
47854,training_a_model.md problem,190,1,3,3,['Bug']
47852,tf.train.Server session_config parameter cannot be configured by Estimator,280,1,8,5,['Bug']
47848,Keras tuner - Missing validation split for model training,1,1,2,2,['Bug']
47846,Training BERT for QNLI task - Fitting the model stops after the first Epoch without crash. No warning or error given to understand why it is happening.,14,1,5,3,"['Bug', 'Critical']"
47845,"@amahendrakar, I did check this link (before raising the support request), some changes are made, but still, there are errors. I have attached the ipynb file. Please support.",0,1,1,1,['Bug']
47843,<Removed>,4,2,1,3,['Other']
47841,Renode download fails from time to time,34,1,0,1,['Other']
47837,constants.SAVED_MODEL_FILENAME_PB)) OSError: SavedModel file does not exist at: /home/pi/Downloads/tf_lite_model.h5/{saved_model.pbtxt|saved_model.pb},14,1,4,3,['Bug']
47836,issue with multi objects detection (using ssd_resnet50_v1_fpn_640x640_coco17_tpu-8),1,1,3,2,['Bug']
47834,error about Kernel8bitNeonDotprodOutOfOrder  occurs  when running int8 CPU inference by tflite,14,1,5,5,['Bug']
47832,Bazel build fails downloading sqlite-amalgamation-3340100.zip,0,1,2,2,['Other']
47831,'Windows fatal exception: access violation' with tensor flow object detection,14,1,6,3,['Bug']
47829,Conv2D output not compatible with ZeroPadding3D input,24,1,5,6,['Bug']
47827,"ValueError: None is only supported in the 1st dimension. Tensor 'image_tensor' has invalid shape '[None, None, None, 3]'   ",2,1,12,3,['Bug']
47824,Pip installation issue,14,1,4,3,['Other']
47820,"OOM when allocating tensor with shape[3,3,512,1024] and type float on /job:localhost/replica:0/task:0/device:GPU:0 by allocator GPU_0_bfc [Op:Mul]",4,1,6,4,['Other']
47818,Add Resnet-18 and Resnet-34 in tf.keras.applications.,260,1,2,3,['enhancement']
47817,HEAD build wants bazel >= 3.7.4 and <4.0.0 which are unavailable,0,1,2,3,['Other']
47815,TensorFlow 2.4.1 offline build fails,610,2,7,6,['Other']
47814,micro: port op L2_POOL_2D from lite,86,1,1,3,['Bug']
47813,Tensorflow lite lstm/bilstm reset variables why needed ? Can we avoid reset variables. ,30,2,8,4,['Other']
47812,Does anymore know how to install for tensorflow version 1.01 in google colabs ,0,1,5,3,['Other']
47809,silently crash,105,1,7,6,['Critical']
47807,The GPU memory allocate logic bug in tensorflow 1.15,14,1,4,4,['Bug']
47805,Hello World Example not supported in Himax WE-1 board. ,126,1,4,5,['Bug']
47804,Quadratic slowdown on LSTM models in tflite,43,2,20,4,['Other']
47802,module 'gast' has no attribute 'Constant',2,1,3,4,['Other']
